Longitude,Latitude,ElevationBottom
27.8107803036294,43.1879579921387,-14.9
27.8107430178305,43.1879468911823,-14.9
27.8107050519913,43.1879353951665,-14.9
27.8106623855813,43.1879245694814,-15
27.8106244497724,43.1879136143746,-14.9
27.8105860130852,43.187902895222,-14.8
27.8105471497902,43.1878914595188,-14.9
27.8105074025492,43.187881832515,-14.9
27.8104681251106,43.1878701186883,-14.9
27.8104307200174,43.1878589582376,-14.9
27.8103924323151,43.1878493616609,-15
27.8103531500834,43.1878396782705,-14.9
27.8103131903824,43.1878292656452,-15
27.8102749849228,43.1878185298069,-14.8
27.8102345723292,43.1878084452484,-14.8
27.8101968161306,43.1877970542401,-14.8
27.8101582260084,43.1877870949801,-14.8
27.8101192930717,43.1877766769833,-14.9
27.8100818647413,43.1877662522575,-14.9
27.8100405248029,43.1877565877277,-14.8
27.8099991990337,43.1877451310265,-14.8
27.8099632774945,43.1877357023925,-14.9
27.8099216880853,43.1877250820386,-14.8
27.809884243157,43.1877153808777,-14.8
27.8098449340686,43.187705324907,-15
27.8098064386012,43.1876953294392,-14.9
27.8097685673079,43.1876851863205,-14.9
27.8097285544643,43.1876756009842,-14.8
27.809690040068,43.1876660444956,-14.8
27.8096506903755,43.1876555396183,-14.8
27.8096113924908,43.1876459469472,-14.9
27.8095743291084,43.1876347345217,-14.8
27.8095384128083,43.1876257886835,-14.7
27.8095047421218,43.1876181023507,-14.7
27.8094710343898,43.1876098832495,-14.8
27.8094411049161,43.1876024800593,-14.7
27.8094097929623,43.1875950998373,-14.6
27.8093801076744,43.1875880102482,-14.7
27.8093509747805,43.1875808425127,-14.7
27.8093216841605,43.1875734573225,-14.8
27.8092913784041,43.1875666987675,-14.8
27.809261052115,43.1875592349484,-14.9
27.8092325503014,43.1875517843863,-14.9
27.8092004090324,43.1875438016404,-14.8
27.8091686399784,43.1875359697807,-14.7
27.8091394943298,43.1875269026826,-14.7
27.809106104463,43.1875166655055,-14.7
27.8090724467193,43.1875071249602,-14.6
27.8090420834892,43.1874976152336,-14.6
27.8090111198444,43.1874887935562,-14.7
27.8089789707095,43.187478159589,-14.6
27.8089425824011,43.187468043057,-14.6
27.808911862595,43.1874573105982,-14.8
27.8088781696369,43.1874484998803,-14.7
27.8088444916003,43.1874400400518,-14.9
27.8088135028881,43.1874313748442,-14.7
27.8087804779642,43.1874229184899,-14.7
27.8087490325556,43.1874149559144,-14.6
27.8087164792497,43.1874082205807,-14.5
27.8086861884149,43.187400238067,-14.6
27.8086558752972,43.1873941170179,-14.5
27.8086253923039,43.1873879929544,-14.5
27.8085921708215,43.1873814293576,-14.4
27.8085614924441,43.1873741075676,-14.4
27.8085278404647,43.1873673164842,-14.4
27.8084954976965,43.1873606451234,-14.2
27.8084631643098,43.187353174334,-14.2
27.8084268100422,43.1873455936096,-14.2
27.8083942642963,43.1873382022046,-14.2
27.8083571672782,43.1873301641725,-14.2
27.8083212360811,43.1873211288907,-14.1
27.8082875542834,43.1873128350247,-14.1
27.8082507101108,43.1873044177817,-14.1
27.8082145784177,43.1872950587305,-14.1
27.8081752767653,43.1872850577304,-14.1
27.8081382004283,43.1872749786455,-14.1
27.8081018235236,43.1872660022062,-14
27.8080625219308,43.1872575520393,-14
27.8080259695255,43.1872491946227,-14
27.8079866528771,43.187241678024,-14
27.807947570642,43.1872333134868,-14.1
27.8079103103177,43.1872241414413,-14
27.8078708201509,43.1872146857685,-13.9
27.8078331441552,43.1872061755293,-13.9
27.8077966596644,43.1871980862927,-13.9
27.8077586604365,43.1871890000278,-13.9
27.8077179013105,43.1871800044574,-13.9
27.8076816941297,43.1871704498517,-13.9
27.8076430347349,43.1871593437124,-13.9
27.8076065080871,43.187149688949,-13.8
27.807570030714,43.1871398003889,-13.9
27.8075307497439,43.1871295914555,-13.8
27.8074937068141,43.1871190933652,-13.8
27.8074577476288,43.1871094928079,-13.7
27.8074199552615,43.1870999314858,-13.8
27.8073818771203,43.1870902376539,-13.8
27.8073421109588,43.1870795500875,-13.8
27.8073046660305,43.1870693386279,-13.9
27.8072684472644,43.18706036493,-14
27.8072298259677,43.1870508975787,-13.8
27.8071912380541,43.1870405029215,-13.7
27.8071545912933,43.1870310843823,-13.8
27.8071141630854,43.1870214901252,-13.8
27.807078228195,43.1870119982589,-13.9
27.807041737827,43.1870023860015,-13.8
27.807002551615,43.1869930145041,-13.9
27.8069663471199,43.1869833439132,-13.8
27.8069303993249,43.1869740038234,-13.8
27.8068929709945,43.1869638045352,-13.7
27.8068536545441,43.1869528934969,-13.7
27.8068150935107,43.1869425435203,-13.7
27.8067773006389,43.1869298360907,-13.7
27.8067365757311,43.1869202267293,-13.8
27.8066953494102,43.1869097581283,-13.8
27.806659418213,43.1869002527959,-13.9
27.806617498483,43.1868906295469,-13.9
27.8065797401924,43.1868819614361,-13.9
27.8065390680204,43.1868724872462,-14.1
27.8064977278259,43.1868637025514,-14.1
27.8064617966287,43.1868545968572,-14
27.8064205185272,43.1868447763005,-14
27.8063798081698,43.1868352502946,-13.9
27.8063413746988,43.1868258970175,-13.9
27.8063001062416,43.1868148804416,-13.9
27.8062608232536,43.1868055210281,-13.8
27.8062222684184,43.186795839291,-13.9
27.8061815285507,43.1867867762638,-13.8
27.8061429515771,43.1867778648831,-14
27.8061024846573,43.1867666064696,-14
27.8060665534601,43.1867567439488,-14
27.8060252278306,43.1867472574191,-13.9
27.8059845612092,43.1867373911611,-13.9
27.8059426003356,43.1867275703048,-14.1
27.805905855282,43.1867176481025,-14.2
27.8058635983387,43.1867074422974,-14.2
27.8058225174557,43.1866954006014,-14.1
27.8057842490402,43.1866858267435,-14
27.8057449740493,43.1866764960082,-14.1
27.8057036818155,43.1866669280837,-14
27.8056623274922,43.1866573243661,-14.3
27.8056263962951,43.186646838948,-14.3
27.8055850990573,43.1866373276497,-14.2
27.8055444450663,43.1866269192197,-14.1
27.8055066388869,43.1866172482468,-14
27.8054647059079,43.1866067925236,-13.9
27.8054262371968,43.1865962204777,-13.8
27.8053860803446,43.1865865614467,-13.8
27.8053461709797,43.1865748918545,-14
27.8053090172152,43.1865654323386,-14
27.8052670843236,43.1865558864653,-14
27.8052277920128,43.1865464014988,-13.9
27.805189789361,43.1865363859643,-13.7
27.8051525014071,43.186526308874,-13.9
27.8051113824693,43.1865162300354,-13.8
27.8050754645211,43.1865062736728,-13.9
27.8050335315421,43.1864967231573,-13.8
27.804997600345,43.1864862012965,-13.8
27.804955680615,43.1864766357664,-13.9
27.8049178873118,43.1864671202276,-13.9
27.8048795286817,43.1864565820001,-13.9
27.8048412756833,43.1864471086427,-13.9
27.8048029641814,43.1864375798244,-13.9
27.804762928444,43.1864276980988,-13.9
27.8047262865369,43.1864174775211,-13.9
27.8046871829309,43.1864079994997,-14
27.8046490629546,43.1863986678389,-14
27.8046113399756,43.1863901971753,-13.9
27.8045720086776,43.1863826129615,-14
27.8045334364021,43.1863740989662,-13.9
27.8044963174824,43.1863645342665,-13.9
27.8044597645482,43.1863560789662,-13.9
27.8044190748891,43.1863453582833,-13.9
27.8043813660931,43.1863349619781,-13.9
27.8043441128326,43.1863253436693,-13.9
27.8043039610565,43.1863148843521,-13.9
27.8042663532051,43.1863056989799,-13.9
27.8042284704643,43.1862975211783,-13.9
27.8041881503204,43.1862882146376,-13.9
27.8041514493207,43.1862792901599,-13.9
27.8041127796936,43.1862706526274,-13.9
27.8040738526996,43.186262020482,-13.7
27.8040364408213,43.1862526643433,-13.8
27.8039990058956,43.1862437016705,-13.8
27.8039605845975,43.1862339466151,-13.8
27.8039214420294,43.1862239040843,-13.7
27.8038855058391,43.186213963661,-13.7
27.803849292545,43.1862049360554,-13.8
27.8038118708391,43.1861955169041,-13.8
27.8037748167921,43.1861863252601,-13.8
27.8037382214158,43.186176902378,-13.7
27.8037028012819,43.1861673515005,-13.7
27.8036645292919,43.1861578406576,-13.6
27.8036255258496,43.1861475148072,-13.6
27.8035908939767,43.1861377702293,-13.7
27.8035525426204,43.1861273658992,-13.6
27.8035165575822,43.186117501906,-13.5
27.8034795072655,43.1861070837195,-13.5
27.8034435760684,43.1860978588722,-13.6
27.8034042781836,43.1860883296704,-13.6
27.8033678493755,43.1860793294186,-13.6
27.8033313428727,43.1860698526041,-13.6
27.8032923755285,43.1860609625465,-13.6
27.8032549372833,43.1860525152211,-13.7
27.8032190060862,43.1860439111171,-13.6
27.8031812925876,43.1860349445197,-13.4
27.8031426448438,43.1860258637932,-13.3
27.8031052830593,43.1860170540389,-13.2
27.8030703106328,43.1860085420486,-13.2
27.8030303673012,43.1859980144295,-13.2
27.802994436104,43.1859876758213,-13.3
27.8029570454589,43.1859786980379,-13.1
27.8029190052004,43.185968995624,-13.2
27.8028807171119,43.1859606902983,-13.1
27.8028447632456,43.1859507949259,-13.1
27.8028046667253,43.1859422305633,-13
27.802771850053,43.1859339978282,-13
27.8027317161887,43.1859264190894,-13
27.8026944057126,43.1859189337315,-13
27.8026553430955,43.1859115769577,-12.8
27.8026160645739,43.1859041430682,-12.8
27.8025801083192,43.1858959468327,-12.8
27.8025416437927,43.185886862704,-12.7
27.8025039459712,43.1858759300678,-12.6
27.8024679896246,43.1858662338772,-12.5
27.8024296310231,43.1858574023609,-12.4
27.8023903466908,43.1858483824093,-12.4
27.8023520943382,43.1858385371136,-12.4
27.8023153863824,43.1858288991892,-12.2
27.8022778250749,43.1858197572148,-12.2
27.8022409539946,43.1858118264208,-12.1
27.8022009873543,43.1858036238821,-12
27.8021620435855,43.1857949670674,-11.9
27.8021248962244,43.1857859875164,-11.8
27.802088298152,43.1857776294885,-11.6
27.8020512421789,43.1857677830222,-11.7
27.8020142226221,43.185757275534,-11.4
27.8019762900291,43.1857475600236,-11.3
27.8019412332349,43.1857388060257,-11.2
27.8019041526469,43.1857313176102,-11
27.8018643999537,43.1857229032162,-10.9
27.8018266721967,43.1857157553172,-10.8
27.8017896162498,43.185710025364,-10.7
27.8017518223104,43.1857060211151,-10.5
27.8017134889257,43.1857058952906,-10.3
27.8016762597065,43.1857070499621,-10.3
27.8016391656973,43.1857082107784,-10.1
27.8015990855024,43.1857093682429,-10
27.8015587201684,43.1857105391144,-9.9
27.801521257021,43.1857121254265,-9.9
27.8014823161231,43.1857178210132,-9.8
27.8014437868676,43.1857245288974,-9.7
27.8014044806303,43.1857321670428,-9.6
27.8013665379003,43.18573906768,-9.6
27.801328138442,43.1857459839149,-9.5
27.80128971055,43.1857513423734,-9.4
27.8012517730424,43.1857562342397,-9.4
27.8012094114273,43.1857593697129,-9.3
27.8011709278488,43.1857618302995,-9.2
27.8011293591707,43.1857642560785,-9.1
27.8010915912169,43.1857668583771,-9
27.8010517029693,43.1857694644635,-8.9
27.8010125436308,43.1857719316534,-8.7
27.800970651717,43.1857742642962,-8.6
27.8009316272795,43.1857765924096,-8.4
27.8008924610709,43.1857791072004,-8.2
27.8008505413409,43.1857817023554,-8.1
27.8008124256789,43.1857843293828,-7.8
27.8007711932805,43.1857870104755,-7.8
27.8007300289847,43.1857896967717,-7.4
27.8006921642814,43.1857929978933,-7.2
27.8006499254902,43.1857965883629,-6.8
27.8006119027099,43.185802656585,-6.5
27.8005701201773,43.1858110143222,-6.2
27.8005331490994,43.1858215018564,-6
27.8004947117295,43.18583231506,-5.7
27.8004601918487,43.1858448492104,-5.5
27.8004233173939,43.185857797458,-5.5
27.8003903284876,43.1858720557033,-5.5
27.80035539984,43.185887681365,-5.6
27.800323777128,43.1859036867218,-5.4
27.8002893469003,43.1859193762619,-5.5
27.8002583821016,43.1859364609584,-5.6
27.8002277339237,43.1859524346677,-5.4
27.8001959122045,43.1859705447318,-5.6
27.8001673365644,43.1859891302291,-5.6
27.8001394049285,43.1860101934393,-5.8
27.8001119744536,43.1860299932989,-5.9
27.8000840091351,43.1860483653127,-6
27.8000596068173,43.1860669431726,-6.2
27.8000350803545,43.1860878101221,-6.6
27.8000117678974,43.1861079755109,-6.8
27.7999914185405,43.1861290218395,-7
27.7999712781575,43.1861498485741,-7
27.7999543249096,43.1861722133265,-7.5
27.7999391935257,43.1861950360979,-7.8
27.7999223187479,43.1862177399594,-8.3
27.7999110993777,43.1862411198049,-8.5
27.7998969914733,43.1862670616618,-8.8
27.7998874785428,43.1862919018499,-9.2
27.7998774047515,43.1863143065031,-9.2
27.799869015386,43.1863393782469,-9.6
27.7998604476763,43.1863645274538,-9.8
27.7998525298927,43.1863865797771,-9.9
27.7998470421777,43.1864108228029,-10.1
27.7998424550743,43.1864346567754,-10.5
27.7998424426949,43.1864592815076,-10.6
27.7998436783046,43.1864864222864,-10.7
27.7998449151012,43.1865088420971,-11
27.7998461477435,43.1865341032281,-11.2
27.7998473797924,43.186556773678,-11.2
27.7998486124347,43.1865800616337,-11.5
27.7998498403292,43.1866047622907,-11.6
27.799852641877,43.1866296521343,-11.7
27.7998570640471,43.1866524166719,-11.9
27.7998621506223,43.1866753772689,-11.9
27.7998679935288,43.1866975852085,-12.2
27.7998745413645,43.1867205583055,-12.3
27.7998811622414,43.1867428341646,-12.4
27.7998883662793,43.1867633171386,-12.5
27.7998973231325,43.1867854240206,-12.6
27.7999054328361,43.1868060428548,-12.7
27.799915906589,43.1868274084728,-12.8
27.7999266474319,43.1868479810718,-12.9
27.7999369904708,43.1868671505642,-13.1
27.7999497372134,43.1868858210159,-13.1
27.7999630055447,43.1869043592984,-13.1
27.7999767372178,43.1869228617693,-13.4
27.7999915169337,43.1869401419197,-13.4
27.8000059301927,43.1869586355939,-13.5
27.800021680914,43.1869760624562,-13.6
27.8000384714535,43.1869927976356,-13.6
27.8000551147537,43.1870075243284,-13.7
27.8000722666717,43.1870227334802,-13.7
27.8000896452522,43.1870378804161,-13.8
27.8001091778083,43.1870515307576,-13.9
27.8001281246605,43.1870673457857,-13.9
27.8001468887301,43.1870798485573,-14
27.8001674009087,43.1870924402308,-14
27.8001865551478,43.1871047194752,-14
27.8002078533873,43.18711547253,-14.1
27.8002285815653,43.1871261844765,-14.1
27.8002508300826,43.1871357983652,-14.1
27.8002734294744,43.1871448346601,-14.2
27.8002954068221,43.1871522136332,-14.2
27.8003168158704,43.1871594697374,-14.2
27.8003394098372,43.187165405959,-14.3
27.8003639528147,43.1871706654918,-14.3
27.8003876662831,43.1871774266586,-14.2
27.8004126780884,43.1871761997581,-14.3
27.8004399941439,43.1871749740366,-14.3
27.8004652925481,43.1871737447778,-14.3
27.8004905071343,43.187172516698,-14.4
27.8005151835009,43.1871712945141,-14.4
27.8005410375475,43.1871677368558,-14.3
27.80056460713,43.1871627736516,-14.3
27.8005877154746,43.1871574997055,-14.2
27.8006107388559,43.1871519291049,-14.4
27.8006344337347,43.1871448231443,-14.3
27.8006553103403,43.1871361049112,-14.2
27.8006785443347,43.1871260618112,-14.3
27.8006997381946,43.1871157999304,-14.3
27.8007182481039,43.187104346865,-14.3
27.8007380861073,43.1870919757195,-14.3
27.8007566075736,43.1870783237831,-14.3
27.8007767913122,43.1870626960359,-14.3
27.8007936502788,43.1870459636255,-14.1
27.8008096511003,43.1870304160412,-14.1
27.8008263855354,43.1870136394037,-14.1
27.8008427351923,43.1869968994275,-14
27.8008597164852,43.186980817338,-14
27.8008744954723,43.1869655422266,-14
27.8008918546713,43.1869515490893,-14
27.8009072479222,43.1869342198231,-14
27.8009235940026,43.1869190837627,-14
27.8009397658053,43.1869031995047,-14
27.8009553406659,43.1868867827878,-13.9
27.8009710700402,43.186871781012,-13.9
27.8009867804634,43.1868572233802,-13.8
27.8010023020766,43.1868402340081,-13.8
27.8010195182539,43.1868231233752,-13.7
27.8010361858595,43.1868057931382,-13.8
27.8010533936291,43.1867890963604,-13.8
27.8010700176641,43.1867751206066,-13.7
27.8010845875133,43.18675793323,-13.6
27.8011043633705,43.1867427605731,-13.6
27.8011215186625,43.186725295612,-13.6
27.8011388785351,43.1867078910181,-13.6
27.8011561199967,43.1866898393659,-13.6
27.8011739194274,43.1866725892909,-13.5
27.8011911163096,43.1866559698544,-13.5
27.8012082489079,43.1866384264105,-13.5
27.8012254501393,43.1866216916531,-13.4
27.8012409068559,43.1866039115519,-13.4
27.80125622282,43.1865858407638,-13.4
27.8012719881406,43.1865672934783,-13.3
27.8012871775144,43.1865500074679,-13.2
27.8013028688311,43.1865314345488,-13.2
27.8013186332207,43.1865123329083,-13.2
27.8013352732155,43.1864955938399,-13.2
